Year,Period,Trade Flow,Reporter,Reporter ISO,Partner,Customs,Mode of Transport,Commodity Code,Commodity,Trade_value,CIF Trade Value (US$),FOB Trade Value (US$)
2018,2018,M,"China, Hong Kong SAR",HKG,World,All CPCs,All MOTs,TOTAL,All Commodities,627000000000 ,6.27E+11,
2015,2015,M,United Kingdom,GBR,World,All CPCs,All MOTs,TOTAL,All Commodities,630000000000 ,6.30E+11,
2020,2020,M,United Kingdom,GBR,World,All CPCs,All MOTs,TOTAL,All Commodities,631000000000 ,6.31E+11,0
2020,2020,M,Japan,JPN,World,All CPCs,All MOTs,TOTAL,All Commodities,634000000000 ,6.34E+11,
2016,2016,M,United Kingdom,GBR,World,All CPCs,All MOTs,TOTAL,All Commodities,636000000000 ,6.36E+11,
2017,2017,M,United Kingdom,GBR,World,All CPCs,All MOTs,TOTAL,All Commodities,641000000000 ,6.41E+11,
2019,2019,M,France,FRA,World,All CPCs,All MOTs,TOTAL,All Commodities,643000000000 ,6.43E+11,
2018,2018,M,France,FRA,World,All CPCs,All MOTs,TOTAL,All Commodities,659000000000 ,6.59E+11,
2017,2017,M,Japan,JPN,World,All CPCs,All MOTs,TOTAL,All Commodities,671000000000 ,6.71E+11,
2018,2018,M,United Kingdom,GBR,World,All CPCs,All MOTs,TOTAL,All Commodities,672000000000 ,6.72E+11,
2019,2019,M,United Kingdom,GBR,World,All CPCs,All MOTs,TOTAL,All Commodities,692000000000 ,6.92E+11,
2019,2019,M,Japan,JPN,World,All CPCs,All MOTs,TOTAL,All Commodities,721000000000 ,7.21E+11,
2018,2018,M,Japan,JPN,World,All CPCs,All MOTs,TOTAL,All Commodities,748000000000 ,7.48E+11,
2015,2015,M,Germany,DEU,World,All CPCs,All MOTs,TOTAL,All Commodities,1060000000000 ,1.06E+12,
2016,2016,M,Germany,DEU,World,All CPCs,All MOTs,TOTAL,All Commodities,1060000000000 ,1.06E+12,
2017,2017,M,Germany,DEU,World,All CPCs,All MOTs,TOTAL,All Commodities,1170000000000 ,1.17E+12,
2019,2019,M,Germany,DEU,World,All CPCs,All MOTs,TOTAL,All Commodities,1240000000000 ,1.24E+12,
2018,2018,M,Germany,DEU,World,All CPCs,All MOTs,TOTAL,All Commodities,1290000000000 ,1.29E+12,
2016,2016,M,China,CHN,World,All CPCs,All MOTs,TOTAL,All Commodities,1590000000000 ,1.59E+12,
2015,2015,M,China,CHN,World,All CPCs,All MOTs,TOTAL,All Commodities,1680000000000 ,1.68E+12,
2017,2017,M,China,CHN,World,All CPCs,All MOTs,TOTAL,All Commodities,1840000000000 ,1.84E+12,
2019,2019,M,China,CHN,World,All CPCs,All MOTs,TOTAL,All Commodities,2070000000000 ,2.07E+12,
2018,2018,M,China,CHN,World,All CPCs,All MOTs,TOTAL,All Commodities,2130000000000 ,2.13E+12,
2016,2016,M,USA,USA,World,All CPCs,All MOTs,TOTAL,All Commodities,2250000000000 ,2.25E+12,
2015,2015,M,USA,USA,World,All CPCs,All MOTs,TOTAL,All Commodities,2310000000000 ,2.31E+12,
2017,2017,M,USA,USA,World,All CPCs,All MOTs,TOTAL,All Commodities,2410000000000 ,2.41E+12,
2020,2020,M,USA,USA,World,All CPCs,All MOTs,TOTAL,All Commodities,2410000000000 ,2.41E+12,
2019,2019,M,USA,USA,World,All CPCs,All MOTs,TOTAL,All Commodities,2570000000000 ,2.57E+12,2.50E+12
2018,2018,M,USA,USA,World,All CPCs,All MOTs,TOTAL,All Commodities,2610000000000 ,2.61E+12,
