Year,Period,Trade Flow,Reporter,Reporter ISO,Partner,Customs,Mode of Transport,Commodity Code,Commodity,Trade_value,FOB Trade Value (US$)
2020,2020,X,Botswana,BWA,World,All CPCs,All MOTs,TOTAL,All Commodities,4255975840 ,4255975841
2020,2020,X,Belize,BLZ,World,All CPCs,All MOTs,TOTAL,All Commodities,211872682 ,211872682.3
2019,2019,X,Bulgaria,BGR,World,All CPCs,All MOTs,TOTAL,All Commodities,33454448049 ,33454448049
2019,2019,X,Myanmar,MMR,World,All CPCs,All MOTs,TOTAL,All Commodities,17997120537 ,17997120537
2019,2019,X,Burundi,BDI,World,All CPCs,All MOTs,TOTAL,All Commodities,180717200 ,180717200.7
2019,2019,X,Belarus,BLR,World,All CPCs,All MOTs,TOTAL,All Commodities,32955122400 ,32955122400
2019,2019,X,Cambodia,KHM,World,All CPCs,All MOTs,TOTAL,All Commodities,14824722293 ,14824722293
2019,2019,X,Canada,CAN,World,All CPCs,All MOTs,TOTAL,All Commodities,446000000000 ,4.46E+11
2019,2019,X,Cabo Verde,CPV,World,All CPCs,All MOTs,TOTAL,All Commodities,61879312 ,61879312.93
2020,2020,X,Canada,CAN,World,All CPCs,All MOTs,TOTAL,All Commodities,390000000000 ,3.90E+11
2019,2019,X,Chile,CHL,World,All CPCs,All MOTs,TOTAL,All Commodities,69681396828 ,69681396829
2019,2019,X,China,CHN,World,All CPCs,All MOTs,TOTAL,All Commodities,2500000000000 ,2.50E+12
2019,2019,X,Colombia,COL,World,All CPCs,All MOTs,TOTAL,All Commodities,39489359461 ,39489359462
2019,2019,X,Comoros,COM,World,All CPCs,All MOTs,TOTAL,All Commodities,49024220 ,49024220.72
2019,2019,X,Congo,COG,World,All CPCs,All MOTs,TOTAL,All Commodities,5575942320 ,5575942320
2019,2019,X,Dem. Rep. of the Congo,COD,World,All CPCs,All MOTs,TOTAL,All Commodities,13382299169 ,13382299169
2019,2019,X,Costa Rica,CRI,World,All CPCs,All MOTs,TOTAL,All Commodities,11451993076 ,11451993077
2019,2019,X,Croatia,HRV,World,All CPCs,All MOTs,TOTAL,All Commodities,17063049815 ,17063049815
2019,2019,X,Cyprus,CYP,World,All CPCs,All MOTs,TOTAL,All Commodities,3520899557 ,3520899557
2020,2020,X,Croatia,HRV,World,All CPCs,All MOTs,TOTAL,All Commodities,16965386599 ,16965386599
2019,2019,X,Czechia,CZE,World,All CPCs,All MOTs,TOTAL,All Commodities,199000000000 ,1.99E+11
2019,2019,X,Benin,BEN,World,All CPCs,All MOTs,TOTAL,All Commodities,851648437 ,851648437.7
2019,2019,X,Denmark,DNK,World,All CPCs,All MOTs,TOTAL,All Commodities,110000000000 ,1.10E+11
2020,2020,X,Czechia,CZE,World,All CPCs,All MOTs,TOTAL,All Commodities,190000000000 ,1.90E+11
2020,2020,X,Denmark,DNK,World,All CPCs,All MOTs,TOTAL,All Commodities,107000000000 ,1.07E+11
2019,2019,X,Ecuador,ECU,World,All CPCs,All MOTs,TOTAL,All Commodities,22329378889 ,22329378889
2019,2019,X,El Salvador,SLV,World,All CPCs,All MOTs,TOTAL,All Commodities,5943316474 ,5943316475
2019,2019,X,Estonia,EST,World,All CPCs,All MOTs,TOTAL,All Commodities,16818678297 ,16818678298
2019,2019,X,Fiji,FJI,World,All CPCs,All MOTs,TOTAL,All Commodities,1032914403 ,1032914404
2019,2019,X,Finland,FIN,World,All CPCs,All MOTs,TOTAL,All Commodities,72839176013 ,72839176013
2020,2020,X,El Salvador,SLV,World,All CPCs,All MOTs,TOTAL,All Commodities,5030095607 ,5030095608
2020,2020,X,Estonia,EST,World,All CPCs,All MOTs,TOTAL,All Commodities,16898430208 ,16898430208
2020,2020,X,Finland,FIN,World,All CPCs,All MOTs,TOTAL,All Commodities,65594951995 ,65594951995
2019,2019,X,France,FRA,World,All CPCs,All MOTs,TOTAL,All Commodities,556000000000 ,5.56E+11
2019,2019,X,Georgia,GEO,World,All CPCs,All MOTs,TOTAL,All Commodities,3798385371 ,3798385372
2019,2019,X,Gambia,GMB,World,All CPCs,All MOTs,TOTAL,All Commodities,24602270 ,24602270.89
2019,2019,X,State of Palestine,PSE,World,All CPCs,All MOTs,TOTAL,All Commodities,1103808374 ,1103808374
2019,2019,X,Germany,DEU,World,All CPCs,All MOTs,TOTAL,All Commodities,1490000000000 ,1.49E+12
2020,2020,X,Gambia,GMB,World,All CPCs,All MOTs,TOTAL,All Commodities,25860014 ,25860014.2
2019,2019,X,Ghana,GHA,World,All CPCs,All MOTs,TOTAL,All Commodities,16768275189 ,16768275190
2019,2019,X,Greece,GRC,World,All CPCs,All MOTs,TOTAL,All Commodities,37885526504 ,37885526504
2020,2020,X,Greece,GRC,World,All CPCs,All MOTs,TOTAL,All Commodities,35070461605 ,35070461606
2019,2019,X,Guatemala,GTM,World,All CPCs,All MOTs,TOTAL,All Commodities,11289176124 ,11289176124
2019,2019,X,Guyana,GUY,World,All CPCs,All MOTs,TOTAL,All Commodities,3842501776 ,3842501776
2019,2019,X,Honduras,HND,World,All CPCs,All MOTs,TOTAL,All Commodities,3091163099 ,3091163099
2019,2019,X,"China, Hong Kong SAR",HKG,World,All CPCs,All MOTs,TOTAL,All Commodities,536000000000 ,5.36E+11
2020,2020,X,Guatemala,GTM,World,All CPCs,All MOTs,TOTAL,All Commodities,11658469044 ,11658469044
2020,2020,X,Guyana,GUY,World,All CPCs,All MOTs,TOTAL,All Commodities,2813852540 ,2813852541
2020,2020,X,"China, Hong Kong SAR",HKG,World,All CPCs,All MOTs,TOTAL,All Commodities,552000000000 ,5.52E+11
2019,2019,X,Hungary,HUN,World,All CPCs,All MOTs,TOTAL,All Commodities,122000000000 ,1.22E+11
2019,2019,X,Iceland,ISL,World,All CPCs,All MOTs,TOTAL,All Commodities,5228360516 ,5228360517
2019,2019,X,Indonesia,IDN,World,All CPCs,All MOTs,TOTAL,All Commodities,168000000000 ,1.68E+11
2020,2020,X,Hungary,HUN,World,All CPCs,All MOTs,TOTAL,All Commodities,119000000000 ,1.19E+11
2020,2020,X,Iceland,ISL,World,All CPCs,All MOTs,TOTAL,All Commodities,4560041715 ,4560041716
2019,2019,X,Ireland,IRL,World,All CPCs,All MOTs,TOTAL,All Commodities,171000000000 ,1.71E+11
2019,2019,X,Israel,ISR,World,All CPCs,All MOTs,TOTAL,All Commodities,58488466000 ,58488466000
2020,2020,X,Ireland,IRL,World,All CPCs,All MOTs,TOTAL,All Commodities,184000000000 ,1.84E+11
2020,2020,X,Israel,ISR,World,All CPCs,All MOTs,TOTAL,All Commodities,49761375000 ,49761375000
2019,2019,X,Italy,ITA,World,All CPCs,All MOTs,TOTAL,All Commodities,538000000000 ,5.38E+11
2020,2020,X,Italy,ITA,World,All CPCs,All MOTs,TOTAL,All Commodities,496000000000 ,4.96E+11
2019,2019,X,-lvory Coast,CIV,World,All CPCs,All MOTs,TOTAL,All Commodities,12717851545 ,12717851546
2019,2019,X,Jamaica,JAM,World,All CPCs,All MOTs,TOTAL,All Commodities,1586350782 ,1586350783
2019,2019,X,Japan,JPN,World,All CPCs,All MOTs,TOTAL,All Commodities,706000000000 ,7.06E+11
2019,2019,X,Kazakhstan,KAZ,World,All CPCs,All MOTs,TOTAL,All Commodities,57722940896 ,57722940896
2019,2019,X,Jordan,JOR,World,All CPCs,All MOTs,TOTAL,All Commodities,8312916561 ,8312916561
2020,2020,X,Japan,JPN,World,All CPCs,All MOTs,TOTAL,All Commodities,641000000000 ,6.41E+11
2019,2019,X,Kenya,KEN,World,All CPCs,All MOTs,TOTAL,All Commodities,5836255973 ,5836255974
2019,2019,X,Rep. of Korea,KOR,World,All CPCs,All MOTs,TOTAL,All Commodities,542000000000 ,5.42E+11
2019,2019,X,Kuwait,KWT,World,All CPCs,All MOTs,TOTAL,All Commodities,64482096620 ,64482096620
2019,2019,X,Kyrgyzstan,KGZ,World,All CPCs,All MOTs,TOTAL,All Commodities,1986109552 ,1986109552
2019,2019,X,Lao People's Dem. Rep.,LAO,World,All CPCs,All MOTs,TOTAL,All Commodities,5809346160 ,5809346161
2019,2019,X,Latvia,LVA,World,All CPCs,All MOTs,TOTAL,All Commodities,14447101696 ,14447101697
2020,2020,X,Kenya,KEN,World,All CPCs,All MOTs,TOTAL,All Commodities,6023441806 ,6023441806
2020,2020,X,Latvia,LVA,World,All CPCs,All MOTs,TOTAL,All Commodities,15070761991 ,15070761992
2019,2019,X,Lithuania,LTU,World,All CPCs,All MOTs,TOTAL,All Commodities,33150771896 ,33150771897
2019,2019,X,Luxembourg,LUX,World,All CPCs,All MOTs,TOTAL,All Commodities,14667446910 ,14667446910
2019,2019,X,"China, Macao SAR",MAC,World,All CPCs,All MOTs,TOTAL,All Commodities,1023983031 ,1023983031
2019,2019,X,Madagascar,MDG,World,All CPCs,All MOTs,TOTAL,All Commodities,2688948366 ,2688948367
2019,2019,X,Malawi,MWI,World,All CPCs,All MOTs,TOTAL,All Commodities,912832375 ,912832375.8
2019,2019,X,Malaysia,MYS,World,All CPCs,All MOTs,TOTAL,All Commodities,238000000000 ,2.38E+11
2020,2020,X,Lithuania,LTU,World,All CPCs,All MOTs,TOTAL,All Commodities,32753265465 ,32753265466
2020,2020,X,Luxembourg,LUX,World,All CPCs,All MOTs,TOTAL,All Commodities,13442285485 ,13442285485
2020,2020,X,"China, Macao SAR",MAC,World,All CPCs,All MOTs,TOTAL,All Commodities,1024581530 ,1024581530
2019,2019,X,Malta,MLT,World,All CPCs,All MOTs,TOTAL,All Commodities,4142922134 ,4142922135
2019,2019,X,Mauritania,MRT,World,All CPCs,All MOTs,TOTAL,All Commodities,2266469717 ,2266469717
2019,2019,X,Mauritius,MUS,World,All CPCs,All MOTs,TOTAL,All Commodities,1876368427 ,1876368427
2019,2019,X,Mexico,MEX,World,All CPCs,All MOTs,TOTAL,All Commodities,461000000000 ,4.61E+11
2019,2019,X,"Other Asia, nes",S19,World,All CPCs,All MOTs,TOTAL,All Commodities,329000000000 ,3.29E+11
2019,2019,X,Mongolia,MNG,World,All CPCs,All MOTs,TOTAL,All Commodities,7619753899 ,7619753900
2019,2019,X,Rep. of Moldova,MDA,World,All CPCs,All MOTs,TOTAL,All Commodities,2779164783 ,2779164783
2019,2019,X,Morocco,MAR,World,All CPCs,All MOTs,TOTAL,All Commodities,29327791573 ,29327791574
2019,2019,X,Mozambique,MOZ,World,All CPCs,All MOTs,TOTAL,All Commodities,4722313201 ,4722313202
2019,2019,X,Namibia,NAM,World,All CPCs,All MOTs,TOTAL,All Commodities,6256147591 ,6256147591
2020,2020,X,Montenegro,MNE,World,All CPCs,All MOTs,TOTAL,All Commodities,409845585 ,409845585.5
2020,2020,X,Namibia,NAM,World,All CPCs,All MOTs,TOTAL,All Commodities,5600210898 ,5600210898
2019,2019,X,Netherlands,NLD,World,All CPCs,All MOTs,TOTAL,All Commodities,577000000000 ,5.77E+11
2020,2020,X,Netherlands,NLD,World,All CPCs,All MOTs,TOTAL,All Commodities,552000000000 ,5.52E+11
2019,2019,X,Aruba,ABW,World,All CPCs,All MOTs,TOTAL,All Commodities,83627050 ,83627050.37
2019,2019,X,New Zealand,NZL,World,All CPCs,All MOTs,TOTAL,All Commodities,39539825796 ,39539825796
2019,2019,X,Nicaragua,NIC,World,All CPCs,All MOTs,TOTAL,All Commodities,5272553121 ,5272553121
2019,2019,X,Nigeria,NGA,World,All CPCs,All MOTs,TOTAL,All Commodities,53617812190 ,53617812190
2019,2019,X,Norway,NOR,World,All CPCs,All MOTs,TOTAL,All Commodities,104000000000 ,1.04E+11
2020,2020,X,Aruba,ABW,World,All CPCs,All MOTs,TOTAL,All Commodities,65930897 ,65930897.33
2020,2020,X,New Zealand,NZL,World,All CPCs,All MOTs,TOTAL,All Commodities,38823515017 ,38823515018
2019,2019,X,Pakistan,PAK,World,All CPCs,All MOTs,TOTAL,All Commodities,23748680252 ,23748680253
2019,2019,X,Paraguay,PRY,World,All CPCs,All MOTs,TOTAL,All Commodities,7652035474 ,7652035474
2019,2019,X,Peru,PER,World,All CPCs,All MOTs,TOTAL,All Commodities,46131564759 ,46131564759
2019,2019,X,Philippines,PHL,World,All CPCs,All MOTs,TOTAL,All Commodities,70926674490 ,70926674490
